id,tweet_text,tweet_date,query_used,filtered_words,join_f_words,num_words_text,num_words_join,diff_in_words
1045657467173183488,Leilão do pré-sal: governo vê maior disputa por áreas de Titã e Saturno https://t.co/3o5umfZxPA,Fri Sep 28 12:52:22 +0000 2018,exame,"['leilão', 'présal', 'governo', 'ver', 'maior', 'disputa', 'áreas', 'titã', 'saturno']",leilão présal governo ver maior disputa áreas titã saturno,14,9,5
1049167649928884224,"@gaszpedal sim bicho, sinto até medo desse lugar, na minha cidade ele ganhou em todos as seções :(",Mon Oct 08 05:20:34 +0000 2018,:(,"['sim', 'bicho', 'sentir', 'medo', 'desse', 'lugar', 'cidade', 'ganhar', 'todos', 'seções']",sim bicho sentir medo desse lugar cidade ganhar todos seções,18,10,8
1047004282271223809,@yurisferr Eu só tava pegando meu carregador :(,Tue Oct 02 06:04:07 +0000 2018,:(,"['tava', 'pegar', 'carregador']",tava pegar carregador,8,3,5
1046925715655016448,ai vsf meu tudo :(((((((( https://t.co/hKNbzPuyZP,Tue Oct 02 00:51:56 +0000 2018,:(,"['ai', 'vá', 'foder', 'tudo']",ai vá foder tudo,6,4,2
1045339196670595072,"@tiagodtb @bystpt @HugoGil07 Ahahaha. Pela foto contam-se aí uns 6 milhões, no mínimo. O Tiaguinho estava a ser modesto, como lhe é característico. :)",Thu Sep 27 15:47:40 +0000 2018,:),"['acachapa', 'foto', 'contamse', 'aí', 'uns', 'milhões', 'mínimo', 'gaguinho', 'ser', 'modesto', 'característico']",acachapa foto contamse aí uns milhões mínimo gaguinho ser modesto característico,24,11,13
1046941454239764480,sempre me salva!!! minha mae gosta mais de vc do q de mim :( te amo!!!!,Tue Oct 02 01:54:28 +0000 2018,:(,"['sempre', 'salvo', 'mãe', 'gostar', 'mim', 'amar']",sempre salvo mãe gostar mim amar,16,6,10
1049158604606070784,"@zvnchet inveja, eu vou até o enem :(",Mon Oct 08 04:44:38 +0000 2018,:(,"['inveja', 'ir', 'vestibular']",inveja ir vestibular,8,3,5
1050710142352875520,@SonOfNova N falei de superioridade e menciono ainda q a falta de informação e justificará pela construção da sociedade :),Fri Oct 12 11:29:53 +0000 2018,:),"['falar', 'superioridade', 'mencionar', 'ainda', 'falto', 'informação', 'justificar', 'construção', 'sociedade']",falar superioridade mencionar ainda falto informação justificar construção sociedade,20,9,11
1045480209632415746,@fairytaeseok fala isso pra quem realmente acusou alguém :),Fri Sep 28 01:08:00 +0000 2018,:),"['falir', 'realmente', 'acusar', 'alguém']",falir realmente acusar alguém,9,4,5
1049141210147934208,"@garcezzzz governador de SP tava impossível Lari, fiz voto útil no França pq não queria Skoria mas queria mesmo ter votado no Marcelo Cândido ou na Lisete :(",Mon Oct 08 03:35:31 +0000 2018,:(,"['governador', 'sp', 'tava', 'impossível', 'tami', 'fazer', 'voto', 'útil', 'frança', 'porque', 'querer', 'soaria', 'querer', 'ter', 'votar', 'marcelo', 'cândido', 'liste']",governador sp tava impossível tami fazer voto útil frança porque querer soaria querer ter votar marcelo cândido liste,28,18,10
1049299806475235329,queria ver eduardo braga preso :(,Mon Oct 08 14:05:43 +0000 2018,:(,"['querer', 'ver', 'eduardo', 'braga', 'preso']",querer ver eduardo braga preso,6,5,1
1049280754826534912,@jardelgomes Bom dia :),Mon Oct 08 12:50:01 +0000 2018,:),"['bom', 'dia']",bom dia,4,2,2
1046746927260405762,@heavenjsope tbm vou apaga a minha a :(,Mon Oct 01 13:01:29 +0000 2018,:(,"['ir', 'apagar']",ir apagar,8,2,6
1047061808765448192,sa fil :) https://t.co/rigDpUOaHU,Tue Oct 02 09:52:43 +0000 2018,:),"['sa', 'fiel']",sa fiel,4,2,2
1046228808053985280,"to bem triste, essa derrota me deixou muito pra baixo :(",Sun Sep 30 02:42:40 +0000 2018,:(,"['to', 'bem', 'triste', 'derrota', 'deixar', 'baixo']",to bem triste derrota deixar baixo,11,6,5
1040907840880353280,"Morre o psicólogo Walter Mischel, criador do experimento do marshmallow https://t.co/x2ZKB3FVo4",Sat Sep 15 10:19:03 +0000 2018,folha,"['morrer', 'psicólogo', 'walter', 'michel', 'criador', 'experimento', 'chips']",morrer psicólogo walter michel criador experimento chips,11,7,4
1044729000759832576,"#Fato Existe amigos para quem não tem inimigos, fica a dica.",Tue Sep 25 23:22:58 +0000 2018,#fato,"['fato', 'existir', 'amigos', 'inimigos', 'ficar', 'dica']",fato existir amigos inimigos ficar dica,11,6,5
1049296751331594240,"@anacaetanoc muito tristez, ninha :(",Mon Oct 08 13:53:35 +0000 2018,:(,"['tristeza', 'ninha']",tristeza ninha,5,2,3
1046715289210167296,um ano da fst que eu não fui :( passei o dia inteiro chorando e sofrendo,Mon Oct 01 10:55:46 +0000 2018,:(,"['ano', 'fás', 'passar', 'dia', 'inteiro', 'chorar', 'sofrer']",ano fás passar dia inteiro chorar sofrer,16,7,9
1049650688366526464,"&gt;@EstadaoPolitica Após derrota de Alckmin, 'Centrão' racha na definição de apoio no segundo turno https://t.co/x6SekFPBFP",Tue Oct 09 13:20:00 +0000 2018,estadao,"['após', 'derrota', 'alckmin', 'en', 'trazer', 'racha', 'definição', 'apoio', 'segundo', 'turno']",após derrota alckmin en trazer racha definição apoio segundo turno,15,10,5
1048393952322355205,Sephora muda posicionamento e passa a vender cosméticos mais baratos https://t.co/bnHylA1t1p -via @estadaomoda https://t.co/JJO1tc6Wd4,Sat Oct 06 02:06:11 +0000 2018,estadao,"['senhora', 'mudo', 'posicionamento', 'passar', 'vender', 'cosméticos', 'baratos', 'via']",senhora mudo posicionamento passar vender cosméticos baratos via,14,8,6
1035621048534937601,"ALBERTO OLIVEIRA - IMÓVEIS : COPACABANA - JUNTO AO MAR *** R$ 360.000,00 https://t.co/wN1gWG2KSj #AlbertoOliveira #AO #Oportunidade #Imovel #Venda #Locação #Temporada #RioDeJaneiro #Copacabana #Ipanema #Lapa #ZonaSul #Centro",Fri Aug 31 20:11:13 +0000 2018,#oportunidade,"['alberto', 'oliveira', 'imóveis', 'copacabana', 'junto', 'mar', 'ar', 'albertooliveira', 'oportunidade', 'imovel', 'venda', 'locação', 'temporada', 'riodejaneiro', 'copacabana', 'ipanema', 'lapa', 'zonasul', 'centro']",alberto oliveira imóveis copacabana junto mar ar albertooliveira oportunidade imovel venda locação temporada riodejaneiro copacabana ipanema lapa zonasul centro,27,19,8
1050775042982854656,é sempre mt bom ver parece sempre a primeira vez :),Fri Oct 12 15:47:47 +0000 2018,:),"['sempre', 'muita', 'bom', 'ver', 'parecer', 'sempre', 'primeira', 'vez']",sempre muita bom ver parecer sempre primeira vez,11,8,3
1036571448817709057,"Bom dia seguidores... Dia de compartilhar o Guarda chuva, #empresa #agencia #açãopanfletagem #panfletagem #distribuição #publicidade #propaganda #marketing #postagem #trabalho… https://t.co/zC5nj0J7KD",Mon Sep 03 11:07:46 +0000 2018,#trabalho,"['bom', 'dia', 'seguidores', 'dia', 'compartilhar', 'guarda', 'chuva', 'empresa', 'agencia', 'açãopanfletagem', 'panfletagem', 'distribuição', 'publicidade', 'propaganda', 'marketing', 'postagem', 'trabalho']",bom dia seguidores dia compartilhar guarda chuva empresa agencia açãopanfletagem panfletagem distribuição publicidade propaganda marketing postagem trabalho,20,17,3
1044313094942584832,EUA alertam Rússia sobre venda de sistema antiaéreo ao governo da Síria https://t.co/L5DcxxJvwX,Mon Sep 24 19:50:18 +0000 2018,exame,"['eua', 'alertar', 'rússia', 'sobre', 'venda', 'sistema', 'antiaéreo', 'governo', 'síria']",eua alertar rússia sobre venda sistema antiaéreo governo síria,13,9,4
1042806962679939072,Grammy Latino tem Anitta e Chico Buarque entre indicados; veja lista https://t.co/3upjcSCIRu #G1 https://t.co/8Y5iZlVsNS,Thu Sep 20 16:05:28 +0000 2018,g1,"['grammy', 'latino', 'anitta', 'chico', 'buarque', 'indicar', 'ver', 'lista']",grammy latino anitta chico buarque indicar ver lista,14,8,6
1047428967920279552,Bom dia estou cheirando fósforos :),Wed Oct 03 10:11:40 +0000 2018,:),"['bom', 'dia', 'cheirar', 'fósforos']",bom dia cheirar fósforos,6,4,2
1044163148016693249,Rio: Operação contra agiotagem apreende joias e carro em prédio de luxo na Barra https://t.co/4k7XbiDHyO #G1,Mon Sep 24 09:54:28 +0000 2018,g1,"['rio', 'operação', 'contra', 'agiotagem', 'apreender', 'joias', 'carro', 'prédio', 'luxo', 'barra']",rio operação contra agiotagem apreender joias carro prédio luxo barra,16,10,6
1040419771672657920,@luansantana Luan não gosta de mim #fato #LiveMovel00h,Fri Sep 14 01:59:38 +0000 2018,#fato,"['luan', 'gostar', 'mim', 'fato']",luan gostar mim fato,8,4,4
1046951446409859073,@whopabelmok Eu to igualzinha!!!! É muito difícil Marina defende oq defendo porém Ciro tem mais chances :(( só não quero o louco,Tue Oct 02 02:34:10 +0000 2018,:(,"['to', 'igualzinho', 'difícil', 'marina', 'defender', 'defender', 'porém', 'ciro', 'chances', 'querer', 'louco']",to igualzinho difícil marina defender defender porém ciro chances querer louco,22,11,11
1050777974985945088,to indo para a bgs mas eu só passei aqui para te dar feliz aniversário :) BRAZIL LOVES U! 🖤#HAPPYJIMINDAY https://t.co/TWFHqRdazd,Fri Oct 12 15:59:26 +0000 2018,:),"['to', 'ir', 'bis', 'passar', 'aqui', 'dar', 'feliz', 'aniversário', 'brasil', 'louves', 'cu', 'happyjiminday']",to ir bis passar aqui dar feliz aniversário brasil louves cu happyjiminday,21,12,9
1041461730830966784,#Oportunidade Fique por dentro das vagas de emprego que o PAT separou para esta segunda-feira (17). Boa sorte!👈☘ https://t.co/60FFqpaH2C,Sun Sep 16 23:00:00 +0000 2018,#oportunidade,"['oportunidade', 'ficar', 'dentro', 'vagas', 'emprego', 'pat', 'separar', 'segundafeira', 'boa', 'sorte']",oportunidade ficar dentro vagas emprego pat separar segundafeira boa sorte,19,10,9
1049320401472573441,mas se o bolsonaro se elege como fica as balinha da rave hein? :((((((,Mon Oct 08 15:27:33 +0000 2018,:(,"['bolsonaro', 'eleger', 'ficar', 'balinha', 'trance', 'hein']",bolsonaro eleger ficar balinha trance hein,14,6,8
1049301805593591808,@vtealvrga valgamos verga :D,Mon Oct 08 14:13:40 +0000 2018,:),"['galgar', 'verga', 'd']",galgar verga d,4,3,1
1044617341777137665,Donos do Coco Bambu doam R$ 40 mil a Jair Bolsonaro https://t.co/ufLV4c2a2l,Tue Sep 25 15:59:16 +0000 2018,exame,"['donos', 'coco', 'bambu', 'doer', 'ar', 'mil', 'jair', 'bolsonaro']",donos coco bambu doer ar mil jair bolsonaro,12,8,4
1049300357581602816,ai eu te amo :((( https://t.co/uinwA7x3Z3,Mon Oct 08 14:07:54 +0000 2018,:(,"['ai', 'amar']",ai amar,6,2,4
1040576295220981760,"O amigo @joaquimhaickel , sempre com uma excelente opinião e visão política e de vida. #FATO https://t.co/0X1hQBEpYj",Fri Sep 14 12:21:36 +0000 2018,#fato,"['amigo', 'sempre', 'excelente', 'opinião', 'visão', 'política', 'vida', 'fato']",amigo sempre excelente opinião visão política vida fato,17,8,9
1049277048710189056,"@gbrllareis mas eram [muitos] bilhões a mais que jk deixou, né? sei lá, não lembro muito bem mais :( mas sim: esse papo de ""ele é o radical, mas é o que a gente precisa"" é papo pra mascarar preconceito",Mon Oct 08 12:35:17 +0000 2018,:(,"['mau', 'bilhões', 'deixar', 'saber', 'lá', 'lembrar', 'bem', 'sim', 'papo', 'radical', 'gente', 'preciso', 'papo', 'mascarar', 'preconceito']",mau bilhões deixar saber lá lembrar bem sim papo radical gente preciso papo mascarar preconceito,40,15,25
1050773544219668480,ya fazem-me bué vezes isto :) https://t.co/KZBhAO9YQD,Fri Oct 12 15:41:50 +0000 2018,:),"['epa', 'fazemme', 'beca', 'vezes']",epa fazemme beca vezes,7,4,3
1049141462619881472,"@lulyke_ablla ai amiga, que Deus abençoe pq to com tnt medo :(",Mon Oct 08 03:36:31 +0000 2018,:(,"['ai', 'amiga', 'deus', 'abençoar', 'porque', 'to', 'tanto', 'medo']",ai amiga deus abençoar porque to tanto medo,12,8,4
1047540805982990336,Ajudei minha mãe a fazer um perfil no fb pra ela. Primeira coisa que falei “não add meus amigos”. Segunda coisa foi “deixa que te mostro umas páginas boas pra tu seguir e parar de acreditar em fake News”. E assim o fb ganhou uma nova utilidade :),Wed Oct 03 17:36:05 +0000 2018,:),"['ajudar', 'mãe', 'fazer', 'perfil', 'faceboook', 'primeira', 'coisa', 'falar', 'add', 'amigos', 'segunda', 'coisa', 'deixar', 'mostrar', 'umas', 'páginas', 'boas', 'seguir', 'parar', 'acreditar', 'fake', 'news', 'assim', 'faceboook', 'ganhar', 'nova', 'utilidade']",ajudar mãe fazer perfil faceboook primeira coisa falar add amigos segunda coisa deixar mostrar umas páginas boas seguir parar acreditar fake news assim faceboook ganhar nova utilidade,48,27,21
1047504507855364097,@_vventuraa_ doida como és não me admira que apareças la :)),Wed Oct 03 15:11:51 +0000 2018,:),"['doida', 'és', 'admirar', 'apareces', 'la']",doida és admirar apareces la,11,5,6
1045394290300649473,Pra comprar girassol pra melhor amiga :) https://t.co/RjoRBZhULQ,Thu Sep 27 19:26:35 +0000 2018,:),"['comprar', 'girassol', 'melhor', 'amiga']",comprar girassol melhor amiga,8,4,4
1040646362801598464,Haddad altera plano de governo do PT e assume programa defendido por Ciro. https://t.co/V9sTGkLnXH https://t.co/ibk6mbjh4G,Fri Sep 14 17:00:01 +0000 2018,jornaloglobo,"['haddad', 'alterar', 'plano', 'governo', 'parte', 'assumir', 'programa', 'defender', 'ciro']",haddad alterar plano governo parte assumir programa defender ciro,15,9,6
1049306455545970690,Eu sempre quis sair do país. Agora mais que nunca :(,Mon Oct 08 14:32:08 +0000 2018,:(,"['sempre', 'querer', 'sair', 'país', 'agora', 'nunca']",sempre querer sair país agora nunca,11,6,5
1049265354835419136,"@dandynha capaz de isso ser um combustível para eles votarem, é tanto preconceito interiorizado misturado com anti ptismo que eu não sei nem explicar :(",Mon Oct 08 11:48:49 +0000 2018,:(,"['capaz', 'ser', 'combustível', 'votar', 'tanto', 'preconceito', 'interiorizar', 'misturar', 'anti', 'purismo', 'saber', 'explicar']",capaz ser combustível votar tanto preconceito interiorizar misturar anti purismo saber explicar,25,12,13
1047326507130134528,"@htornstyles pfvr sweet faça isso, seja qualquer for sua decisão eu vou apoiar e me orgulhar. PS: eu também quero te apertar :) kissy",Wed Oct 03 03:24:32 +0000 2018,:),"['favor', 'sweet', 'fazer', 'qualquer', 'decisão', 'ir', 'apoiar', 'orgulhar', 'postscript', 'querer', 'apertar', 'graciosa']",favor sweet fazer qualquer decisão ir apoiar orgulhar postscript querer apertar graciosa,24,12,12
1043741754908848128,Pesquisador encontra letra do hino nacional inédita escrita por Machado de Assis https://t.co/KboMQsHdrA https://t.co/6o4SAkORTb,Sun Sep 23 06:00:00 +0000 2018,folha,"['pesquisador', 'encontrar', 'letra', 'hino', 'nacional', 'inédita', 'escrita', 'machado', 'assis']",pesquisador encontrar letra hino nacional inédita escrita machado assis,14,9,5
1034099865066897408,A democracia é a única forma de governo que permite aos seus cidadãos desenvolver ao máximo as suas potencialidades. Vamos renovar. #respeito #renovação #humildade #amor #trabalho #GeorgiaQuartin70700 #georgiaquartin #evcporbrasilia https://t.co/Muj3Hmz5QW,Mon Aug 27 15:26:35 +0000 2018,#trabalho,"['democracia', 'única', 'forma', 'governo', 'permitir', 'cidadãos', 'desenvolver', 'máximo', 'potencialidades', 'ir', 'renovar', 'respeito', 'renovação', 'humildade', 'amor', 'trabalho', 'georgiaquartin', 'evcporbrasilia']",democracia única forma governo permitir cidadãos desenvolver máximo potencialidades ir renovar respeito renovação humildade amor trabalho georgiaquartin evcporbrasilia,30,18,12
1049133174750629891,@jorkeperalta A maior tristeza dessa eleição foi isso :(,Mon Oct 08 03:03:35 +0000 2018,:(,"['maior', 'tristeza', 'dessa', 'eleição']",maior tristeza dessa eleição,9,4,5
1046918400381997058,Saudades da minha olhinho puxadinho :(,Tue Oct 02 00:22:52 +0000 2018,:(,"['saudades', 'olhinho', 'puxadinho']",saudades olhinho puxadinho,6,3,3
1046692555063209985,Bom já expliquei mais ou menos o que aconteceu por quê nem eu mesma sei direito mais tarde quando eu chegar da escola eu vou lá ver ela :( //j,Mon Oct 01 09:25:26 +0000 2018,:(,"['bom', 'explicar', 'menos', 'acontecer', 'quê', 'mesma', 'saber', 'direito', 'tarde', 'chegar', 'escola', 'ir', 'lá', 'ver']",bom explicar menos acontecer quê mesma saber direito tarde chegar escola ir lá ver,30,14,16
1045422949153603584,"@laurapwlmer aahh que massa!! eu tbm toco piano, comecei pequena, mas pra valer mesmo tem uns 3 anos e pouco :)",Thu Sep 27 21:20:28 +0000 2018,:),"['ah', 'massa', 'tocar', 'piano', 'começar', 'pequena', 'valer', 'uns', 'anos', 'pouco']",ah massa tocar piano começar pequena valer uns anos pouco,21,10,11
1046754957800747008,"@DiEsmerio Não, Di! Não tem nenhuma diferença no app :)",Mon Oct 01 13:33:24 +0000 2018,:),"['di', 'nenhuma', 'diferença', 'appplication']",di nenhuma diferença appplication,10,4,6
1047549262006034432,Eu irei votar nela pessoal :) #Meuvotosp22122 https://t.co/60rHAtUXSv,Wed Oct 03 18:09:41 +0000 2018,:),"['irei', 'votar', 'nela', 'pessoal']",irei votar nela pessoal,8,4,4
1045478348309159936,"eu já me conformei que eu só amo 3 homens no mundo e um deles é o meu irmão mas quando eu digo ""maninho, faz tal coisa por mim SE TU ME AMA?"" ele não faz :)",Fri Sep 28 01:00:36 +0000 2018,:),"['conformei', 'amar', 'homens', 'mundo', 'irmão', 'dizer', 'maninho', 'fazer', 'tal', 'coisa', 'mim', 'amo', 'fazer']",conformei amar homens mundo irmão dizer maninho fazer tal coisa mim amo fazer,37,13,24
1050729759750201346,"@browserd @JoanaRSSousa @DNPSP O painel não está fechado, porque queria arranjar bons exemplos de outras redes. Ando a fazer de detetive. Sugestões? :)",Fri Oct 12 12:47:50 +0000 2018,:),"['painel', 'fechar', 'porque', 'querer', 'arranjar', 'bons', 'exemplos', 'outras', 'redes', 'andar', 'fazer', 'detetive', 'sugestões']",painel fechar porque querer arranjar bons exemplos outras redes andar fazer detetive sugestões,23,13,10
1046727064131375106,@PaabloFer_ complicado viado :( kkkkkkkkkkkkkk,Mon Oct 01 11:42:33 +0000 2018,:(,"['complicado', 'viado', 'kkk']",complicado viado kkk,5,3,2
1047320196615233536,"@winkeunbi ELA É TÃO BOMITIMHA FAZ TEMPO QIE EU TO QUEREMDO DESCOBRIR O NOME DELA _+#(@9_(#(@98_8$9#)_(@)$!_9104+""?@/*/:)#/@/",Wed Oct 03 02:59:27 +0000 2018,:),"['bonitinha', 'fazer', 'tempo', 'to', 'querendo', 'descobrir', 'nome']",bonitinha fazer tempo to querendo descobrir nome,16,7,9
1036935864327254016,"Esse #frio tá bom pra #dormir, #Apenas. Mas bora pro #trabalho pq #nasci #bonito não #rico haha",Tue Sep 04 11:15:50 +0000 2018,#trabalho,"['frio', 'bom', 'dormir', 'apenas', 'embora', 'pro', 'trabalho', 'porque', 'nascer', 'bonito', 'rico', 'haha']",frio bom dormir apenas embora pro trabalho porque nascer bonito rico haha,17,12,5
1047031678127026177,"Querendo conversar pra conseguir me manter acordada, mas parece que todo mundo dormiu :(",Tue Oct 02 07:52:59 +0000 2018,:(,"['querer', 'conversar', 'conseguir', 'manter', 'acordar', 'parecer', 'todo', 'mundo', 'dormir']",querer conversar conseguir manter acordar parecer todo mundo dormir,14,9,5
1043887927951052800,"""Inovações no distrato de imóveis na planta com base no PL 10728/2018"" https://t.co/iDTHJGZvUC #trabalho #feedly",Sun Sep 23 15:40:51 +0000 2018,#trabalho,"['inovar', 'és', 'distrato', 'imóveis', 'planta', 'base', 'lei', 'trabalho', 'feedly']",inovar és distrato imóveis planta base lei trabalho feedly,15,9,6
1047455046206742530,@youngblessed11 Ahahah tas a ver dor onde? Só disse que já estava à espera que alguém dissesse algo do género :),Wed Oct 03 11:55:18 +0000 2018,:),"['calhar', 'estás', 'ver', 'dor', 'onde', 'dizer', 'esperar', 'alguém', 'dizer', 'algo', 'gênero']",calhar estás ver dor onde dizer esperar alguém dizer algo gênero,21,11,10
1046793746485006338,"@queerkino era um programa que incentiva a adoção de cachorrinhos e o desestímulo à compra, então eles só cuidaram deles até que uma família os adotasse :(",Mon Oct 01 16:07:32 +0000 2018,:(,"['programa', 'incentivo', 'adoção', 'cachorrinhos', 'desestímulo', 'comprar', 'então', 'cuidar', 'família', 'adotasse']",programa incentivo adoção cachorrinhos desestímulo comprar então cuidar família adotasse,27,10,17
1044647884656955393,Estes são os tópicos de português mais cobrados em concursos públicos https://t.co/cfYZKIppW2,Tue Sep 25 18:00:38 +0000 2018,exame,"['tópicos', 'português', 'cobrar', 'concursos', 'públicos']",tópicos português cobrar concursos públicos,12,5,7
1034452584331988992,"@RevistaISTOE Qualquer um que for alçado à candidato à Presidência pelo PT, será denunciado pelo MP. Simples assim. #Fato",Tue Aug 28 14:48:09 +0000 2018,#fato,"['qualquer', 'alçado', 'candidato', 'presidência', 'partir', 'denunciar', 'megapixel', 'simples', 'assim', 'fato']",qualquer alçado candidato presidência partir denunciar megapixel simples assim fato,19,10,9
1050735174365958145,Volar :),Fri Oct 12 13:09:21 +0000 2018,:),['volver'],volver,2,1,1
1047417046072549376,@rochamartinsAna você faz isso comigo :),Wed Oct 03 09:24:18 +0000 2018,:),"['fazer', 'comigo']",fazer comigo,6,2,4
1046235203625275392,"@stayswiift Sem smile, moça :(",Sun Sep 30 03:08:05 +0000 2018,:(,"['smile', 'moça']",smile moça,5,2,3
1047017037627838466,a tristeza que é não encontrar legendas em português para a série maravilhosa Veronica's Closet :( https://t.co/P9qgwrUo6P,Tue Oct 02 06:54:49 +0000 2018,:(,"['tristeza', 'encontrar', 'legendas', 'português', 'série', 'maravilhosa', 'veronicas', 'closet']",tristeza encontrar legendas português série maravilhosa veronicas closet,17,8,9
1037138361268486146,Ex-diretor do Museu Nacional nega ter dispensado ajuda financeira https://t.co/cGDzQaNqqV,Wed Sep 05 00:40:29 +0000 2018,veja,"['exdiretor', 'museu', 'nacional', 'negar', 'ter', 'dispensar', 'ajuda', 'financeira']",exdiretor museu nacional negar ter dispensar ajuda financeira,10,8,2
1047538658956496896,@rodrcastro obgd :-),Wed Oct 03 17:27:33 +0000 2018,:),['obrigar'],obrigar,3,1,2
1050707253471383552,"@whopsychotic se quiser ajuda chama dm, sempre estou disposta :)",Fri Oct 12 11:18:25 +0000 2018,:),"['querer', 'ajuda', 'chamar', 'dm', 'sempre', 'disposta']",querer ajuda chamar dm sempre disposta,10,6,4
1049115782989467654,@Rosana_blue O congresso vai vir com muita renovação e muita pressão popular junto com Bolsonaro na presidência… os sonhos podem se tornar realidade : ),Mon Oct 08 01:54:28 +0000 2018,:),"['congresso', 'ir', 'ver', 'muita', 'renovação', 'muita', 'pressão', 'popular', 'junto', 'bolsonaro', 'presidência', 'sonhos', 'poder', 'tornar', 'realidade']",congresso ir ver muita renovação muita pressão popular junto bolsonaro presidência sonhos poder tornar realidade,25,15,10
1049315973289988101,"@vernonsexual Aaaa, pior que eu não cheguei a pegar o user, eu só copiei o link, desculpa :(",Mon Oct 08 15:09:58 +0000 2018,:(,"['ah', 'pior', 'chegar', 'pegar', 'user', 'copiei', 'link', 'desculpa']",ah pior chegar pegar user copiei link desculpa,18,8,10
1035535471688994819,A vontade de VENCER deve estar até nas PEQUENAS coisas. #UmDiaAgenteVence #Foco #Trabalho #Percistencia https://t.co/Eade12Wgnd,Fri Aug 31 14:31:10 +0000 2018,#trabalho,"['vontade', 'vencer', 'dever', 'estar', 'pequenas', 'coisas', 'umdiaagentevence', 'foco', 'trabalho', 'percistencia']",vontade vencer dever estar pequenas coisas umdiaagentevence foco trabalho percistencia,15,10,5
1046942802251304960,@dani_frari nossa frari.. quanto tempo vsf :(,Tue Oct 02 01:59:49 +0000 2018,:(,"['fazer', 'quanto', 'tempo', 'vá', 'foder']",fazer quanto tempo vá foder,7,5,2
1046264344521183232,"@BTS_twt finalmente apareceu, eu tava tão preocupada e morta de saudades... :(",Sun Sep 30 05:03:53 +0000 2018,:(,"['finalmente', 'aparecer', 'tava', 'preocupada', 'morta', 'saudades']",finalmente aparecer tava preocupada morta saudades,12,6,6
1046987378471124993,"@HyperXBrasil Meu Cloud Revolver ta machucando minha orelha :(. O que eu faco? Eu amo esse fone mas ta criando ate ferida num lado da orelha e comeca ficar desconfortavel, isso no lado direito",Tue Oct 02 04:56:57 +0000 2018,:(,"['cloud', 'revolver', 'machucar', 'orelha', 'fazer', 'amar', 'fone', 'criar', 'ate', 'ferir', 'lado', 'orelha', 'comedir', 'ficar', 'desconfortável', 'lado', 'direito']",cloud revolver machucar orelha fazer amar fone criar ate ferir lado orelha comedir ficar desconfortável lado direito,34,17,17
1039176917423927296,"PE: Armando, candidato ao governo, diz que vai assumir responsabilidade da segurança pública em Pernambuco https://t.co/QbEyvC0ByF #G1 https://t.co/LlgXPrzRlC",Mon Sep 10 15:40:58 +0000 2018,g1,"['pé', 'armar', 'candidato', 'governo', 'dizer', 'ir', 'assumir', 'responsabilidade', 'segurança', 'pública', 'pernambuco']",pé armar candidato governo dizer ir assumir responsabilidade segurança pública pernambuco,18,11,7
1049126236482674692,"@dsfraan onda? bom se for isso, foi um grande movimento, pq quem evitou o bolso ganhar no 1° turno foi o Ciro, ele foi o unico que não teve uma grane debandada de votos assim como todos os outros que tiveram todo seu eleitorado quase migrando pro bolso :)",Mon Oct 08 02:36:01 +0000 2018,:),"['onda', 'bom', 'grande', 'movimento', 'porque', 'evitar', 'bolso', 'ganhar', 'turno', 'ciro', 'único', 'grane', 'debandar', 'votos', 'assim', 'todos', 'outros', 'todo', 'eleitorado', 'quase', 'migrar', 'pro', 'bolso']",onda bom grande movimento porque evitar bolso ganhar turno ciro único grane debandar votos assim todos outros todo eleitorado quase migrar pro bolso,49,23,26
1042201211246665728,"Bolsonaro mantém liderança; Haddad sobe e se isola em 2º lugar, diz Ibope https://t.co/vQbT5ssPzN -via @EstadaoPolitica https://t.co/qMcwfKbcwQ",Tue Sep 18 23:58:26 +0000 2018,estadao,"['bolsonaro', 'manter', 'liderança', 'haddad', 'subir', 'isolar', 'terceiro', 'lugar', 'dizer', 'ibope', 'via']",bolsonaro manter liderança haddad subir isolar terceiro lugar dizer ibope via,17,11,6
1045276910392102913,Nobel de Economia cita risco de recessão nos EUA dentro de um ano https://t.co/T3fcPceeK8 #G1,Thu Sep 27 11:40:10 +0000 2018,g1,"['nobel', 'economia', 'citar', 'risco', 'recessão', 'eua', 'dentro', 'ano']",nobel economia citar risco recessão eua dentro ano,15,8,7
1049255072813568000,@neocultuwu Bentar aqu galham :(,Mon Oct 08 11:07:58 +0000 2018,:(,"['suar', 'aqui', 'bodo']",suar aqui bodo,5,3,2
1046749382106853376,"Dormi mal DEMAIS essa noite. Tive pelo menos uns 3 sonhos, um mais louco que o outro. No último, que na verdade foi pesadelo, a Gatita cravava as unhas na Estopinha e achamos que ela ia morrer :(",Mon Oct 01 13:11:15 +0000 2018,:(,"['dormir', 'mal', 'demais', 'noite', 'menos', 'uns', 'sonhos', 'louco', 'outro', 'último', 'verdade', 'pesadelo', 'catita', 'cravar', 'unhas', 'estopinha', 'achar', 'ia', 'morrer']",dormir mal demais noite menos uns sonhos louco outro último verdade pesadelo catita cravar unhas estopinha achar ia morrer,38,19,19
1037424136866414592,Coalizão apoia lei para criação de fundos para museus e outras instituições https://t.co/0fJKqRnQa5,Wed Sep 05 19:36:03 +0000 2018,folha,"['coalizão', 'apoiar', 'lei', 'criação', 'fundos', 'museus', 'outras', 'instituições']",coalizão apoiar lei criação fundos museus outras instituições,13,8,5
